id_venda,id_cliente,id_produto,data_venda,quantidade,valor_total,custo_total_brl,prejuizo
3327,18,134,2023-01-09,9,42458.0,42871.330899,413.3308990000005
5082,1,144,2023-01-09,6,12620.75,13427.770104,807.0201039999993
1067,38,136,2023-01-09,12,22497.9,33931.083936,11433.183936000001
7604,4,37,2023-01-09,4,24271.0,23989.601772,0.0
8554,31,73,2023-01-09,12,1632023.05,1742060.2651800003,110037.21518000029
9807,8,142,2023-01-09,7,5495.75,5935.640921000001,439.8909210000011
8432,32,72,2023-01-10,2,189362.55,321448.35491999995,132085.80491999997
9497,14,43,2023-01-10,6,210581.0,195516.76283999998,0.0
820,32,20,2023-01-10,3,87875.0,89423.17523999998,1548.1752399999823
1176,17,38,2023-01-10,10,264611.0,267068.31795,2457.317949999997
9979,7,146,2023-01-10,5,2480.0,2594.0764499999996,114.07644999999957
8359,44,150,2023-01-10,14,21887.05,23569.05243,1682.0024300000005
4572,27,69,2023-01-10,7,316855.0,313291.39652999997,0.0
1286,44,54,2023-01-10,3,346373.8,364541.88015,18168.080149999994
4706,3,91,2023-01-10,9,1213974.0,1240345.7347050002,26371.734705000184
9607,15,2,2023-01-11,11,153980.0,147473.68284,0.0
8560,48,142,2023-01-11,12,9917.0,9993.45816,76.45816000000013
2707,9,25,2023-01-11,13,149761.8,161582.85936,11821.059360000014
9231,36,105,2023-01-11,8,2352.2,2461.5864,109.38640000000032
5378,35,55,2023-01-11,14,1539821.0,1698792.4825199998,158971.48251999984
93,37,113,2023-01-11,11,45927.75,46664.541,736.7909999999974
1571,6,34,2023-01-11,11,51388.35,54939.98664,3551.6366400000043
8273,48,98,2023-01-11,14,1111056.0,1111568.66604,512.6660400000401
1220,42,65,2023-01-11,8,204462.0,208440.39456,3978.394559999986
2888,24,122,2023-01-11,8,10051.0,10631.22336,580.22336
6231,8,124,2023-01-11,2,7163.0,7482.14064,319.1406399999996
4522,33,116,2023-01-11,14,34254.15,36577.13472,2322.9847200000004
6120,27,22,2023-01-11,3,118359.0,119084.23602000001,725.2360200000112
6173,49,45,2023-01-11,4,39615.0,39553.9272,0.0
134,7,18,2023-01-11,7,176706.65,176040.93402000002,0.0
9818,46,68,2023-01-11,10,668971.0,623664.6588000001,0.0
4383,49,118,2023-01-11,13,56096.0,53925.64865999999,0.0
7914,36,61,2023-01-12,3,79853.2,85801.9686,5948.768599999996
2865,19,147,2023-01-12,15,43178.45,45657.849,2479.399000000005
8381,16,66,2023-01-12,13,163431.0,157714.57779999997,0.0
6947,19,1,2023-01-12,7,220265.1,235244.436,14979.335999999981
4920,19,105,2023-01-12,12,3714.0,3648.3719999999994,0.0
2241,9,150,2023-01-12,13,20324.3,21469.934199999996,1145.6341999999968
9217,41,3,2023-01-12,8,72194.0,72115.0224,0.0
7370,5,31,2023-01-12,9,74548.0,111859.9182,37311.9182
9663,43,69,2023-01-12,12,543180.0,526871.7936,0.0
5706,29,79,2023-01-12,7,439876.6,421852.18739999994,0.0
7720,1,38,2023-01-12,12,317534.0,314395.91279999993,0.0
506,40,35,2023-01-13,6,62731.35,67486.02178800001,4754.671788000014
6456,6,115,2023-01-13,10,8306.0,8038.616819999999,0.0
6211,6,48,2023-01-13,7,97996.3,101536.47128800002,3540.1712880000123
4006,35,91,2023-01-13,9,1153275.3,1210778.1839340003,57502.883934000274
2438,11,8,2023-01-13,12,59810.0,58373.95272,0.0
9839,24,130,2023-01-13,12,49729.0,46024.648728,0.0
8012,45,56,2023-01-13,12,490071.75,496377.453768,6305.703768000007
2910,5,120,2023-01-13,8,23746.2,24012.024080000003,265.82408000000214
1747,29,148,2023-01-13,4,18184.9,18452.45388,267.5538799999995
8429,4,124,2023-01-13,12,42977.05,44138.588832,1161.5388319999984
6052,25,31,2023-01-13,11,91114.0,136042.06904200002,44928.06904200002
4338,42,18,2023-01-13,15,378657.65,370892.63517,0.0
3191,43,87,2023-01-13,2,133720.0,120646.96960400001,0.0
9274,11,120,2023-01-13,7,21871.0,21010.521070000003,0.0
2228,10,127,2023-01-13,3,4415.6,4498.341846,82.7418459999999
3836,18,98,2023-01-13,12,952334.0,936765.381336,0.0
7218,39,88,2023-01-13,7,321437.25,317439.490256,0.0
6596,39,22,2023-01-13,10,374802.55,390278.24782000005,15475.69782000006
9253,11,35,2023-01-13,5,55028.0,56238.35149,1210.351490000001
6156,33,109,2023-01-13,6,3549.2,5193.262548000001,1644.0625480000008
5380,39,36,2023-01-13,4,85885.7,86360.02100000001,474.3210000000108
8764,15,37,2023-01-14,14,84948.0,81076.94607600001,0.0
4205,46,83,2023-01-14,13,1664827.5,2382974.48506,718146.9850599999
9952,46,120,2023-01-14,15,46867.0,45022.545150000005,0.0
1952,15,140,2023-01-14,1,2978.25,3001.298426,23.048425999999836
520,29,10,2023-01-14,13,416430.0,373340.227,0.0
7580,19,17,2023-01-14,11,154427.0,152282.816444,0.0
5060,39,33,2023-01-14,6,40295.0,38936.42688,0.0
936,29,57,2023-01-14,7,831534.0,805470.3771380001,0.0
3430,20,141,2023-01-14,13,62163.0,62638.710784,475.7107840000026
3056,47,116,2023-01-14,10,24467.25,25687.56704,1220.3170400000017
6774,2,87,2023-01-14,3,200580.0,180970.45440600003,0.0
1332,14,102,2023-01-14,13,10275.2,13293.305714,3018.1057139999994
6282,26,146,2023-01-14,14,6596.8,7090.267688,493.4676879999997
4581,27,13,2023-01-14,10,77471.0,69379.549,0.0
425,23,90,2023-01-14,11,826567.45,792361.913068,0.0
8706,2,88,2023-01-14,1,48336.0,45348.498608,0.0
1255,41,10,2023-01-16,12,365176.2,344412.87,0.0
5852,6,1,2023-01-16,2,62932.75,66840.01860000001,3907.2686000000103
7712,2,27,2023-01-16,3,49534.0,46789.086435000005,0.0
3460,42,26,2023-01-16,2,32837.7,34889.872240000004,2052.172240000007
7902,10,64,2023-01-16,14,1483024.1,1527986.21542,44962.11541999993
6560,21,102,2023-01-16,5,4160.0,5109.710975,949.710975
8847,5,61,2023-01-16,9,239559.6,255978.655155,16419.05515499998
714,24,29,2023-01-16,11,401614.0,432360.981195,30746.981195
7227,46,4,2023-01-16,1,3212.9,3344.505565,131.60556499999984
4978,4,94,2023-01-16,11,425846.05,403770.36821000004,0.0
485,23,149,2023-01-17,6,6982.0,6685.678116000001,0.0
1167,3,111,2023-01-17,7,28497.15,29455.754622,958.6046219999989
5721,8,66,2023-01-17,6,71658.5,72512.357322,853.8573219999962
3800,4,45,2023-01-17,13,128748.0,126531.31751000001,0.0
8821,28,102,2023-01-17,10,7904.0,10237.015790000001,2333.0157900000013
2908,41,148,2023-01-17,12,54555.65,55419.05502000001,863.4050200000056
3491,24,6,2023-01-17,3,33687.95,32329.471794,0.0
6868,49,42,2023-01-17,6,35957.0,38819.144826,2862.1448260000034
1356,33,30,2023-01-17,11,354727.0,317480.361275,0.0
1877,48,81,2023-01-17,2,244297.0,239067.728654,0.0
536,19,86,2023-01-17,8,748185.0,730146.1778960001,0.0
8127,8,127,2023-01-17,14,20606.45,21015.656914,409.2069139999985
5935,15,59,2023-01-17,11,910886.6,940316.367034,29429.76703400002
2750,37,127,2023-01-17,2,2944.05,3002.236702,58.18670199999997
7216,37,2,2023-01-17,5,66491.45,65980.69783,0.0
4716,38,90,2023-01-17,14,1107363.0,1009584.502276,0.0
9943,15,131,2023-01-17,11,10599.0,10446.282451000001,0.0
865,11,150,2023-01-17,14,21887.05,23032.850302000003,1145.8003020000033
5953,37,72,2023-01-18,7,662769.4,1093160.6079240001,430391.2079240001
1596,45,77,2023-01-18,13,581161.0,570305.5779590001,0.0
4938,19,87,2023-01-18,1,63517.0,60043.95823300001,0.0
9886,9,12,2023-01-18,1,2589.7,2687.842473,98.14247300000034
4320,40,3,2023-01-18,6,54145.0,53569.606157999995,0.0
3554,19,37,2023-01-18,8,46114.9,46115.001288,0.1012879999980214
203,13,18,2023-01-18,3,79717.0,73834.799061,0.0
7962,1,106,2023-01-18,13,57003.0,55398.05380200001,0.0
7548,42,4,2023-01-18,12,40583.0,39972.321348,0.0
713,23,117,2023-01-18,9,36927.0,37726.62354,799.6235400000005
7366,26,60,2023-01-18,2,206626.9,196927.11016200003,0.0
8023,46,6,2023-01-18,12,141843.0,128575.363128,0.0
9665,40,129,2023-01-18,4,13065.0,12190.058232000001,0.0
5593,27,65,2023-01-18,12,291357.4,305983.046328,14625.646328000003
4433,27,103,2023-01-19,2,3399.1,3563.5209600000003,164.42096000000038
2461,26,44,2023-01-19,3,32421.0,30707.914464,0.0
8070,10,125,2023-01-19,12,38783.75,39449.647488,665.8974880000023
7951,29,19,2023-01-19,6,98594.0,98969.83343999999,375.8334399999876
1346,48,43,2023-01-19,10,333420.55,324300.22208000004,0.0
1496,44,81,2023-01-19,2,232082.15,243461.27459200003,11379.124592000037
3478,27,29,2023-01-19,7,255572.0,280677.6467040001,25105.64670400007
1855,41,103,2023-01-19,15,25496.1,26726.4072,1230.307200000003
4012,46,123,2023-01-19,5,13885.0,13958.166640000001,73.16664000000128
9194,7,127,2023-01-19,7,10845.0,10700.939536000002,0.0
8529,33,10,2023-01-19,9,288297.0,263509.704,0.0
6616,28,39,2023-01-19,2,56302.7,54968.849056,0.0
108,4,139,2023-01-19,6,8121.55,7724.299295999999,0.0
9424,4,101,2023-01-19,5,2317.0,2293.0324,0.0
2557,45,47,2023-01-20,3,18369.0,23335.839582,4966.8395820000005
1180,8,103,2023-01-20,1,1789.0,1776.36162,0.0
916,42,112,2023-01-20,15,31078.3,31053.577170000004,0.0
9378,47,62,2023-01-20,5,485554.5,519880.27453999995,34325.774539999955
6286,21,114,2023-01-20,15,11389.55,11282.78151,0.0
637,38,89,2023-01-20,7,523208.7,539751.091264,16542.391264000034
1681,17,129,2023-01-20,3,9309.05,9335.957796,26.907796000001326
9076,48,118,2023-01-20,15,61490.65,62181.23439,690.5843899999963
6302,41,94,2023-01-20,11,448259.0,410650.618444,0.0
6223,8,23,2023-01-20,15,167679.0,164437.43646,0.0
2175,15,90,2023-01-20,12,949168.0,878591.264496,0.0
9656,7,112,2023-01-20,3,6215.85,6210.715434000001,0.0
2703,3,93,2023-01-20,8,763625.2,807216.5659360001,43591.36593600013
2850,37,103,2023-01-20,4,7157.0,7105.44648,0.0
1710,28,88,2023-01-20,3,145009.0,138279.84878399997,0.0
8434,26,70,2023-01-20,9,309199.0,311372.954244,2173.9542440000223
1881,34,74,2023-01-20,2,164461.15,231347.993228,66886.84322800001
4108,25,61,2023-01-20,9,239559.6,260340.53344199999,20780.93344199998
2104,10,145,2023-01-20,14,60898.0,59720.68502399999,0.0
6164,4,68,2023-01-21,15,1003457.0,934885.55226,0.0
5164,40,77,2023-01-21,2,89409.0,89595.479644,186.47964400000637
5304,8,75,2023-01-21,12,373559.95,386375.339856,12815.389855999965
2676,6,69,2023-01-21,2,86003.5,88813.090344,2809.5903439999965
677,18,7,2023-01-21,8,156150.0,152989.39145599998,0.0
100,22,93,2023-01-21,4,381812.6,403608.28296800004,21795.682968000066
5797,25,129,2023-01-21,14,45727.0,43567.803048,0.0
8479,4,30,2023-01-21,1,30635.6,29303.20855,0.0
5228,27,106,2023-01-21,11,45822.3,47866.94127599999,2044.6412759999876
8340,29,27,2023-01-21,6,94115.55,95172.74566799999,1057.1956679999857
9884,36,56,2023-01-21,8,343910.0,336353.162992,0.0
8099,7,104,2023-01-21,8,29704.0,30881.347552,1177.3475519999993
7503,27,126,2023-01-21,4,10172.6,9712.02452,0.0
1610,3,74,2023-01-21,15,1298378.0,1735109.94921,436731.94921
3112,45,15,2023-01-21,2,55800.0,54772.24165599999,0.0
6701,23,109,2023-01-21,12,7098.4,10557.108935999999,3458.708935999999
2285,48,27,2023-01-22,4,62743.7,63448.497112,704.7971120000002
7878,19,53,2023-01-22,14,713877.5,731141.709144,17264.209143999964
8581,10,26,2023-01-22,8,131351.75,141937.583744,10585.833744000003
5746,13,131,2023-01-22,1,915.8,964.184342,48.38434200000006
4606,39,119,2023-01-22,4,12371.85,12998.57944,626.7294399999992
8252,4,129,2023-01-22,11,35928.0,34231.845252,0.0
862,3,100,2023-01-22,10,993701.9,1029701.2580799999,35999.35807999992
9930,35,48,2023-01-22,9,125995.65,132690.937896,6695.287895999994
5700,20,33,2023-01-22,5,33579.0,32979.918399999995,0.0
1565,40,120,2023-01-22,2,5936.55,6101.59682,165.04681999999957
1736,26,7,2023-01-22,6,111257.35,114742.04359199999,3484.6935919999814
8368,5,31,2023-01-22,3,24849.0,37711.736106000004,12862.736106000004
9202,38,70,2023-01-23,8,274843.0,276435.220256,1592.2202560000005
1045,3,136,2023-01-23,10,19735.0,27718.04048,7983.04048
5779,6,118,2023-01-23,2,8198.5,8280.624403999998,82.12440399999832
8274,43,11,2023-01-23,15,516305.05,524448.5454,8143.495399999956
6503,7,145,2023-01-23,6,26099.0,25563.069792,0.0
9087,42,138,2023-01-23,3,11921.55,12875.773325999999,954.2233259999994
7740,4,11,2023-01-23,10,362319.0,349632.3635999999,0.0
7872,25,25,2023-01-23,15,181897.0,186090.52488,4193.524880000012
9887,49,115,2023-01-23,1,831.0,816.0580739999999,0.0
6410,36,44,2023-01-23,9,97262.0,91731.53199599999,0.0
2973,32,81,2023-01-23,7,855039.0,848486.6340859999,0.0
1363,26,32,2023-01-23,11,130650.65,147677.90237199998,17027.252371999988
9168,3,45,2023-01-23,7,65859.7,69088.97086,3229.270860000004
3313,15,86,2023-01-24,13,1155010.95,1197911.446992,42900.496992000146
699,2,128,2023-01-24,8,35345.7,35281.072512,0.0
4965,13,59,2023-01-24,4,348665.0,345225.474432,0.0
3402,23,125,2023-01-24,12,38783.75,39110.712192,326.96219199999905
8828,36,41,2023-01-24,9,95400.0,93318.465744,0.0
3020,14,61,2023-01-24,10,280186.0,278999.17632,0.0
2541,10,101,2023-01-24,13,5722.8,5910.66216,187.86215999999968
1842,3,133,2023-01-24,11,20820.0,19815.955632,0.0
9508,10,18,2023-01-24,14,372014.0,349888.970592,0.0
169,23,101,2023-01-24,2,927.0,909.33264,0.0
4635,22,122,2023-01-24,8,10580.0,10565.008128,0.0
2395,14,49,2023-01-24,12,159171.0,162966.4704,3795.470399999991
4080,23,80,2023-01-24,11,1350388.9,1374841.885824,24452.98582400009
2492,29,35,2023-01-24,1,11006.0,11368.622448,362.6224480000001
2664,31,117,2023-01-24,11,42876.35,46823.135039999994,3946.785039999995
2256,36,68,2023-01-25,6,401383.0,367163.685288,0.0
6602,15,35,2023-01-25,1,10455.7,11224.799346,769.0993459999991
1231,25,131,2023-01-25,1,915.8,946.6759739999999,30.87597399999993
3673,21,140,2023-01-25,14,41689.8,41932.73842799999,242.93842799998674
9746,22,80,2023-01-25,12,1550686.0,1480853.3708159998,0.0
8132,8,7,2023-01-25,11,214706.0,206540.53424399995,0.0
502,45,72,2023-01-25,12,1136177.2,1878885.4201919998,742708.2201919998
7741,9,138,2023-01-25,4,16732.0,16876.731047999998,144.73104799999783
786,37,35,2023-01-25,5,55028.0,56123.99673,1095.996729999999
7600,49,121,2023-01-25,9,31585.6,32999.41863,1413.8186300000016
8011,42,36,2023-01-25,3,67804.0,64638.31274999999,0.0
9055,18,1,2023-01-25,3,94399.6,100116.84131999998,5717.241319999972
6441,43,136,2023-01-25,6,11841.0,16348.956768,4507.956768
6030,25,18,2023-01-26,13,345442.0,320214.75580900005,0.0
9237,46,18,2023-01-26,6,159435.0,147791.42575800003,0.0
4546,39,49,2023-01-26,4,53057.0,53539.31080000001,482.31080000000657
9265,43,78,2023-01-26,15,1735101.85,1761863.1615600002,26761.31156000006
4061,19,48,2023-01-26,5,69997.9,72249.53702,2251.637020000009
9065,25,77,2023-01-26,1,44705.0,43905.852377,0.0
6582,8,127,2023-01-26,13,19134.9,19418.496071,283.59607099999994
1562,36,1,2023-01-26,8,264980.0,266502.26256,1522.2625600000028
2985,26,107,2023-01-26,7,10064.3,10538.501036000001,474.2010360000022
5103,41,70,2023-01-26,2,68711.0,67816.39241200002,0.0
2817,27,40,2023-01-26,12,161697.6,168593.80194,6896.201939999999
6157,11,70,2023-01-26,4,137422.0,135632.78482400003,0.0
6789,20,119,2023-01-26,6,19535.0,19109.682060000003,0.0
4687,19,150,2023-01-26,7,11520.0,11459.746067000002,0.0
2085,37,34,2023-01-26,8,39340.0,39135.259296000004,0.0
5757,26,30,2023-01-26,10,306355.05,287198.04925000004,0.0
3638,24,15,2023-01-26,6,159029.05,161045.309388,2016.2593880000059
1488,28,148,2023-01-26,15,68193.85,68932.881675,739.0316749999911
8142,13,10,2023-01-26,9,273882.15,257480.87850000002,0.0
1313,32,111,2023-01-27,5,20354.7,20860.66797,505.9679699999979
2977,24,121,2023-01-27,6,22166.0,21881.08467,0.0
6706,21,34,2023-01-27,11,54093.0,53616.653244,0.0
558,43,42,2023-01-27,2,11386.7,12829.531637999999,1442.8316379999978
6936,45,46,2023-01-27,3,14203.45,14605.818200999998,402.3682009999975
3898,42,133,2023-01-27,8,15142.0,14152.621192,0.0
1814,2,107,2023-01-27,8,12107.0,12000.506528,0.0
1306,39,73,2023-01-27,2,286320.0,279638.34309,0.0
5466,41,26,2023-01-27,10,172832.0,173261.67896,429.6789599999902
9150,14,118,2023-01-27,5,21576.0,20241.056735,0.0
175,19,88,2023-01-28,6,275518.05,270074.754096,0.0
9358,36,121,2023-01-28,13,48026.0,47409.016785,0.0
4919,3,64,2023-01-28,12,1271163.65,1300785.7832880002,29622.133288000245
7196,2,66,2023-01-28,12,150860.0,143789.810916,0.0
9335,37,61,2023-01-28,4,106471.25,109594.175056,3122.9250559999928
553,20,122,2023-01-28,7,9257.0,9078.256474,0.0
4563,13,22,2023-01-28,15,591793.0,581079.3358349999,0.0
6884,33,13,2023-01-28,15,110395.7,103298.15324999999,0.0
753,23,120,2023-01-28,14,41555.85,41709.65953,153.80952999999863
5413,16,1,2023-01-29,9,283197.85,298732.31945999997,15534.469459999993
3601,14,1,2023-01-29,12,377596.5,398309.75928,20713.25928
7921,48,114,2023-01-29,12,9591.0,8814.572676,0.0
2916,33,57,2023-01-29,3,338553.4,342643.591479,4090.191478999972
310,20,110,2023-01-29,6,14224.35,14499.969005999998,275.61900599999717
3484,27,101,2023-01-29,13,6024.0,5804.444945,0.0
6599,13,104,2023-01-29,3,11139.0,11308.958454,169.95845399999962
5120,3,15,2023-01-29,12,318057.15,320927.44879199995,2870.2987919999287
6883,39,83,2023-01-29,2,256127.6,363894.80997999996,107767.20997999996
8408,6,150,2023-01-29,10,15634.15,16311.94477,677.7947700000004
1422,11,126,2023-01-29,3,8031.0,7113.218204999999,0.0
8846,36,6,2023-01-29,6,67374.95,64108.36453199999,0.0
6139,11,86,2023-01-29,7,621928.9,633437.779751,11508.879750999971
3778,4,13,2023-01-30,15,110395.7,103688.82525,0.0
6848,12,23,2023-01-30,10,106196.7,107459.28166,1262.5816599999962
8970,47,6,2023-01-30,11,123520.9,117976.505834,0.0
871,20,145,2023-01-30,7,30449.0,29270.441928,0.0
