id_venda,id_cliente,id_produto,data_venda,quantidade,valor_total,preco_usd,taxa_cambio,custo_unitario_brl,custo_total_brl,prejuizo
3342,48,41,2023-01-04,13,137800.0,1886.32,5.4459,10272.710088,133545.231144,0.0
6768,1,11,2023-01-04,4,144928.0,6733.8,5.4459,36671.60142,146686.40568,1758.4056799999962
9228,47,15,2023-01-04,7,195298.0,5325.4,5.4459,29001.595859999998,203011.17101999998,7713.17101999998
5938,37,81,2023-01-04,11,1276451.35,23345.09,5.4459,127135.025631,1398485.281941,122033.93194099981
4874,6,5,2023-01-04,1,23669.0,4920.79,5.4459,26798.130261,26798.130261,3129.1302609999984
9151,49,41,2023-01-04,5,53000.0,1886.32,5.4459,10272.710088,51363.55044,0.0
631,43,15,2023-01-04,2,55800.0,5325.4,5.4459,29001.595859999998,58003.191719999995,2203.1917199999953
6811,12,13,2023-01-04,11,85218.0,1356.5,5.4459,7387.36335,81260.99685,0.0
727,43,19,2023-01-05,3,46832.15,3163.35,5.4026,17090.31471,51270.944129999996,4438.794129999995
9792,41,12,2023-01-05,8,21809.0,527.97,5.4026,2852.410722,22819.285776,1010.2857760000006
9786,8,50,2023-01-05,14,149970.8,2179.61,5.4026,11775.560986,164857.853804,14887.053804000025
7582,48,89,2023-01-05,6,472068.0,14832.32,5.4026,80133.09203199999,480798.5521919999,8730.552191999916
7309,27,22,2023-01-05,13,487242.65,7630.67,5.4026,41225.457742,535930.950646,48688.30064599996
4226,45,49,2023-01-05,7,92850.0,2627.0,5.4026,14192.6302,99348.4114,6498.411399999997
1248,26,148,2023-01-05,10,45463.2,901.95,5.4026,4872.87507,48728.750700000004,3265.550700000007
5135,26,98,2023-01-05,4,317445.0,15262.93,5.4026,82459.505618,329838.022472,12393.022471999982
6821,33,56,2023-01-05,15,644832.0,8087.59,5.4026,43694.013734,655410.20601,10578.206009999965
8334,28,40,2023-01-05,3,42552.0,2757.45,5.4026,14897.399369999997,44692.19810999999,2140.1981099999903
6752,24,86,2023-01-05,15,1332704.65,17824.79,5.4026,96300.210454,1444503.15681,111798.50681000017
1098,6,27,2023-01-05,5,78429.15,3051.23,5.4026,16484.575198,82422.87599,3993.7259900000063
6014,26,142,2023-01-05,10,8264.0,160.09,5.4026,864.9022339999999,8649.02234,385.02233999999953
4929,8,73,2023-01-05,11,1496021.05,27407.95,5.4026,148074.19066999998,1628816.0973699999,132795.0473699998
2333,3,18,2023-01-05,6,159435.0,4834.43,5.4026,26118.491518,156710.949108,0.0
4478,32,46,2023-01-05,6,29903.0,959.01,5.4026,5181.1474259999995,31086.884555999997,1183.8845559999972
2113,6,121,2023-01-05,11,40637.0,718.35,5.4026,3880.9577099999997,42690.53481,2053.5348099999974
2686,49,108,2023-01-05,7,23419.0,653.47,5.4026,3530.437022,24713.059154000002,1294.0591540000023
6572,24,66,2023-01-05,3,35829.25,2360.29,5.4026,12751.702753999998,38255.108261999994,2425.8582619999943
8521,49,146,2023-01-06,7,3472.0,99.02,5.2855,523.3702099999999,3663.5914699999994,191.5914699999994
1708,11,19,2023-01-06,4,62442.55,3163.35,5.2855,16719.886425,66879.5457,4436.9956999999995
1503,25,32,2023-01-06,8,95019.0,2585.66,5.2855,13666.50593,109332.04744,14313.047439999995
8097,34,128,2023-01-06,5,23254.0,853.09,5.2855,4509.007195,22545.035975,0.0
9377,16,18,2023-01-06,9,227194.4,4834.43,5.2855,25552.379765,229971.417885,2777.0178850000084
91,23,36,2023-01-06,15,339021.0,4221.25,5.2855,22311.416875,334671.253125,0.0
2729,45,105,2023-01-06,10,3095.0,59.15,5.2855,312.637325,3126.3732499999996,31.373249999999643
4730,13,35,2023-01-07,8,83641.8,2199.13,5.2855,11623.501615000001,92988.01292000001,9346.212920000005
7501,9,142,2023-01-07,2,1570.35,160.09,5.2855,846.155695,1692.31139,121.96139000000016
9652,6,113,2023-01-07,6,25051.5,815.5,5.2855,4310.32525,25861.9515,810.4514999999992
9555,17,110,2023-01-07,6,14973.0,476.03,5.2855,2516.056565,15096.33939,123.33938999999918
9129,42,32,2023-01-07,10,118773.75,2585.66,5.2855,13666.50593,136665.0593,17891.309299999994
5434,10,18,2023-01-07,4,100975.5,4834.43,5.2855,25552.379765,102209.51906,1234.019060000006
9162,40,45,2023-01-07,1,9904.0,1900.9,5.2855,10047.20695,10047.20695,143.20694999999978
3887,1,85,2023-01-07,6,231472.0,7499.89,5.2855,39640.668595,237844.01157000003,6372.0115700000315
6876,27,82,2023-01-07,11,567974.0,9770.29,5.2855,51640.867795000006,568049.545745,75.54574500001036
945,2,80,2023-01-07,12,1473151.7,24177.04,5.2855,127787.74492,1533452.93904,60301.23904000013
2016,29,27,2023-01-07,4,62743.7,3051.23,5.2855,16127.276165,64509.10466,1765.4046600000001
1402,9,83,2023-01-08,13,1664827.5,35839.7,5.2855,189430.73434999998,2462599.5465499996,797772.0465499996
1728,29,46,2023-01-08,14,66284.35,959.01,5.2855,5068.847355,70963.86297,4679.512969999996
9221,29,80,2023-01-08,2,258448.0,24177.04,5.2855,127787.74492,255575.48984,0.0
6740,46,147,2023-01-08,4,11514.0,592.19,5.2855,3130.020245,12520.08098,1006.0809800000006
3542,29,77,2023-01-08,1,42469.75,8617.27,5.2855,45546.580585,45546.580585,3076.8305850000033
1169,47,2,2023-01-08,10,139982.0,2577.22,5.2855,13621.896309999998,136218.9631,0.0
4081,2,133,2023-01-08,10,17980.65,348.47,5.2855,1841.838185,18418.38185,437.7318500000001
3114,40,42,2023-01-08,6,35957.0,1263.57,5.2855,6678.599235,40071.595409999994,4114.595409999994
3864,43,23,2023-01-08,9,95577.6,2108.74,5.2855,11145.74527,100311.70743,4734.107429999989
9616,44,56,2023-01-08,10,408393.6,8087.59,5.2855,42746.956945,427469.56944999995,19075.969449999975
2643,11,107,2023-01-08,6,9080.0,295.48,5.2855,1561.75954,9370.55724,290.5572400000001
3256,48,127,2023-01-08,8,12395.0,293.17,5.2855,1549.550035,12396.40028,1.4002799999998388
839,8,20,2023-01-08,8,246668.0,5689.04,5.2855,30069.42092,240555.36736,0.0
6207,30,120,2023-01-08,5,15622.0,586.85,5.2855,3101.795675,15508.978374999999,0.0
1839,10,114,2023-01-08,13,9871.45,144.69,5.2855,764.7589949999999,9941.866934999998,70.41693499999747
7471,39,89,2023-01-08,15,1121162.45,14832.32,5.2855,78396.22735999999,1175943.4104,54780.96039999998
315,12,137,2023-01-08,8,27084.0,619.79,5.2855,3275.900045,26207.20036,0.0
236,33,113,2023-01-08,10,41752.5,815.5,5.2855,4310.32525,43103.2525,1350.7525000000023
1490,27,82,2023-01-09,14,722877.0,9770.29,5.2967,51750.295043000006,724504.130602,1627.1306020000484
5044,39,35,2023-01-09,8,88044.0,2199.13,5.2967,11648.131871000001,93185.05496800001,5141.054968000011
1591,36,106,2023-01-09,7,29159.3,837.06,5.2967,4433.655702,31035.589914,1876.2899140000009
5566,11,17,2023-01-09,15,210582.0,2706.74,5.2967,14336.789758,215051.84637,4469.846370000014
3641,15,113,2023-01-09,11,45927.75,815.5,5.2967,4319.45885,47514.04735,1586.2973500000007
174,42,16,2023-01-09,6,180036.0,5615.94,5.2967,29745.949398,178475.696388,0.0
8423,37,144,2023-01-09,14,30998.0,422.52,5.2967,2237.961684,31331.463576,333.4635759999983
185,39,27,2023-01-09,7,115580.0,3051.23,5.2967,16161.449941,113130.149587,0.0
1108,1,147,2023-01-09,5,15150.0,592.19,5.2967,3136.6527730000007,15683.263865000004,533.2638650000044
3327,18,134,2023-01-09,9,42458.0,899.33,5.2967,4763.481211,42871.330899,413.3308990000005
5082,1,144,2023-01-09,6,12620.75,422.52,5.2967,2237.961684,13427.770104,807.0201039999993
1067,38,136,2023-01-09,12,22497.9,533.84,5.2967,2827.590328,33931.083936,11433.183936000001
7604,4,37,2023-01-09,4,24271.0,1132.29,5.2967,5997.400443,23989.601772,0.0
8554,31,73,2023-01-09,12,1632023.05,27407.95,5.2967,145171.68876500003,1742060.2651800003,110037.21518000029
9807,8,142,2023-01-09,7,5495.75,160.09,5.2967,847.9487030000001,5935.640921000001,439.8909210000011
8432,32,72,2023-01-10,2,189362.55,30675.48,5.2395,160724.17745999998,321448.35491999995,132085.80491999997
9497,14,43,2023-01-10,6,210581.0,6219.32,5.2395,32586.127139999997,195516.76283999998,0.0
820,32,20,2023-01-10,3,87875.0,5689.04,5.2395,29807.725079999997,89423.17523999998,1548.1752399999823
1176,17,38,2023-01-10,10,264611.0,5097.21,5.2395,26706.831795,267068.31795,2457.317949999997
9979,7,146,2023-01-10,5,2480.0,99.02,5.2395,518.8152899999999,2594.0764499999996,114.07644999999957
8359,44,150,2023-01-10,14,21887.05,321.31,5.2395,1683.503745,23569.05243,1682.0024300000005
4572,27,69,2023-01-10,7,316855.0,8542.02,5.2395,44755.91379,313291.39652999997,0.0
1286,44,54,2023-01-10,3,346373.8,23191.9,5.2395,121513.96005,364541.88015,18168.080149999994
4706,3,91,2023-01-10,9,1213974.0,26303.31,5.2395,137816.192745,1240345.7347050002,26371.734705000184
9607,15,2,2023-01-11,11,153980.0,2577.22,5.202,13406.698439999998,147473.68284,0.0
8560,48,142,2023-01-11,12,9917.0,160.09,5.202,832.78818,9993.45816,76.45816000000013
2707,9,25,2023-01-11,13,149761.8,2389.36,5.202,12429.45072,161582.85936,11821.059360000014
9231,36,105,2023-01-11,8,2352.2,59.15,5.202,307.6983,2461.5864,109.38640000000032
5378,35,55,2023-01-11,14,1539821.0,23326.09,5.202,121342.32018,1698792.4825199998,158971.48251999984
93,37,113,2023-01-11,11,45927.75,815.5,5.202,4242.231,46664.541,736.7909999999974
1571,6,34,2023-01-11,11,51388.35,960.12,5.202,4994.54424,54939.98664,3551.6366400000043
8273,48,98,2023-01-11,14,1111056.0,15262.93,5.202,79397.76186,1111568.66604,512.6660400000401
1220,42,65,2023-01-11,8,204462.0,5008.66,5.202,26055.04932,208440.39456,3978.394559999986
2888,24,122,2023-01-11,8,10051.0,255.46,5.202,1328.90292,10631.22336,580.22336
6231,8,124,2023-01-11,2,7163.0,719.16,5.202,3741.07032,7482.14064,319.1406399999996
4522,33,116,2023-01-11,14,34254.15,502.24,5.202,2612.65248,36577.13472,2322.9847200000004
6120,27,22,2023-01-11,3,118359.0,7630.67,5.202,39694.74534,119084.23602000001,725.2360200000112
6173,49,45,2023-01-11,4,39615.0,1900.9,5.202,9888.4818,39553.9272,0.0
134,7,18,2023-01-11,7,176706.65,4834.43,5.202,25148.70486,176040.93402000002,0.0
9818,46,68,2023-01-11,10,668971.0,11988.94,5.202,62366.46588,623664.6588000001,0.0
4383,49,118,2023-01-11,13,56096.0,797.41,5.202,4148.1268199999995,53925.64865999999,0.0
7914,36,61,2023-01-12,3,79853.2,5564.33,5.14,28600.656199999998,85801.9686,5948.768599999996
2865,19,147,2023-01-12,15,43178.45,592.19,5.14,3043.8566,45657.849,2479.399000000005
8381,16,66,2023-01-12,13,163431.0,2360.29,5.14,12131.890599999999,157714.57779999997,0.0
6947,19,1,2023-01-12,7,220265.1,6538.2,5.14,33606.348,235244.436,14979.335999999981
4920,19,105,2023-01-12,12,3714.0,59.15,5.14,304.03099999999995,3648.3719999999994,0.0
2241,9,150,2023-01-12,13,20324.3,321.31,5.14,1651.5333999999998,21469.934199999996,1145.6341999999968
9217,41,3,2023-01-12,8,72194.0,1753.77,5.14,9014.3778,72115.0224,0.0
7370,5,31,2023-01-12,9,74548.0,2418.07,5.14,12428.8798,111859.9182,37311.9182
9663,43,69,2023-01-12,12,543180.0,8542.02,5.14,43905.9828,526871.7936,0.0
5706,29,79,2023-01-12,7,439876.6,11724.63,5.14,60264.59819999999,421852.18739999994,0.0
7720,1,38,2023-01-12,12,317534.0,5097.21,5.14,26199.659399999997,314395.91279999993,0.0
506,40,35,2023-01-13,6,62731.35,2199.13,5.1146,11247.670298000001,67486.02178800001,4754.671788000014
6456,6,115,2023-01-13,10,8306.0,157.17,5.1146,803.861682,8038.616819999999,0.0
6211,6,48,2023-01-13,7,97996.3,2836.04,5.1146,14505.210184000001,101536.47128800002,3540.1712880000123
4006,35,91,2023-01-13,9,1153275.3,26303.31,5.1146,134530.90932600002,1210778.1839340003,57502.883934000274
2438,11,8,2023-01-13,12,59810.0,951.1,5.1146,4864.49606,58373.95272,0.0
9839,24,130,2023-01-13,12,49729.0,749.89,5.1146,3835.3873940000003,46024.648728,0.0
8012,45,56,2023-01-13,12,490071.75,8087.59,5.1146,41364.787814,496377.453768,6305.703768000007
2910,5,120,2023-01-13,8,23746.2,586.85,5.1146,3001.5030100000004,24012.024080000003,265.82408000000214
1747,29,148,2023-01-13,4,18184.9,901.95,5.1146,4613.11347,18452.45388,267.5538799999995
8429,4,124,2023-01-13,12,42977.05,719.16,5.1146,3678.215736,44138.588832,1161.5388319999984
6052,25,31,2023-01-13,11,91114.0,2418.07,5.1146,12367.460822000001,136042.06904200002,44928.06904200002
4338,42,18,2023-01-13,15,378657.65,4834.43,5.1146,24726.175678000003,370892.63517,0.0
3191,43,87,2023-01-13,2,133720.0,11794.37,5.1146,60323.484802000006,120646.96960400001,0.0
9274,11,120,2023-01-13,7,21871.0,586.85,5.1146,3001.5030100000004,21010.521070000003,0.0
2228,10,127,2023-01-13,3,4415.6,293.17,5.1146,1499.447282,4498.341846,82.7418459999999
3836,18,98,2023-01-13,12,952334.0,15262.93,5.1146,78063.781778,936765.381336,0.0
7218,39,88,2023-01-13,7,321437.25,8866.48,5.1146,45348.498608,317439.490256,0.0
6596,39,22,2023-01-13,10,374802.55,7630.67,5.1146,39027.824782,390278.24782000005,15475.69782000006
9253,11,35,2023-01-13,5,55028.0,2199.13,5.1146,11247.670298000001,56238.35149,1210.351490000001
6156,33,109,2023-01-13,6,3549.2,169.23,5.1146,865.543758,5193.262548000001,1644.0625480000008
5380,39,36,2023-01-13,4,85885.7,4221.25,5.1146,21590.005250000002,86360.02100000001,474.3210000000108
8764,15,37,2023-01-14,14,84948.0,1132.29,5.1146,5791.2104340000005,81076.94607600001,0.0
4205,46,83,2023-01-14,13,1664827.5,35839.7,5.1146,183305.72962,2382974.48506,718146.9850599999
9952,46,120,2023-01-14,15,46867.0,586.85,5.1146,3001.5030100000004,45022.545150000005,0.0
1952,15,140,2023-01-14,1,2978.25,586.81,5.1146,3001.298426,3001.298426,23.048425999999836
520,29,10,2023-01-14,13,416430.0,5615.0,5.1146,28718.479000000003,373340.227,0.0
7580,19,17,2023-01-14,11,154427.0,2706.74,5.1146,13843.892404,152282.816444,0.0
5060,39,33,2023-01-14,6,40295.0,1268.8,5.1146,6489.40448,38936.42688,0.0
936,29,57,2023-01-14,7,831534.0,22497.79,5.1146,115067.19673400001,805470.3771380001,0.0
3430,20,141,2023-01-14,13,62163.0,942.08,5.1146,4818.362368,62638.710784,475.7107840000026
3056,47,116,2023-01-14,10,24467.25,502.24,5.1146,2568.7567040000004,25687.56704,1220.3170400000017
6774,2,87,2023-01-14,3,200580.0,11794.37,5.1146,60323.484802000006,180970.45440600003,0.0
1332,14,102,2023-01-14,13,10275.2,199.93,5.1146,1022.5619780000001,13293.305714,3018.1057139999994
6282,26,146,2023-01-14,14,6596.8,99.02,5.1146,506.447692,7090.267688,493.4676879999997
4581,27,13,2023-01-14,10,77471.0,1356.5,5.1146,6937.954900000001,69379.549,0.0
425,23,90,2023-01-14,11,826567.45,14083.78,5.1146,72032.901188,792361.913068,0.0
8706,2,88,2023-01-14,1,48336.0,8866.48,5.1146,45348.498608,45348.498608,0.0
1255,41,10,2023-01-16,12,365176.2,5615.0,5.1115,28701.072500000002,344412.87,0.0
5852,6,1,2023-01-16,2,62932.75,6538.2,5.1115,33420.009300000005,66840.01860000001,3907.2686000000103
7712,2,27,2023-01-16,3,49534.0,3051.23,5.1115,15596.362145000001,46789.086435000005,0.0
3460,42,26,2023-01-16,2,32837.7,3412.88,5.1115,17444.936120000002,34889.872240000004,2052.172240000007
7902,10,64,2023-01-16,14,1483024.1,21352.22,5.1115,109141.87253000001,1527986.21542,44962.11541999993
6560,21,102,2023-01-16,5,4160.0,199.93,5.1115,1021.9421950000001,5109.710975,949.710975
8847,5,61,2023-01-16,9,239559.6,5564.33,5.1115,28442.072795,255978.655155,16419.05515499998
714,24,29,2023-01-16,11,401614.0,7689.63,5.1115,39305.543745,432360.981195,30746.981195
7227,46,4,2023-01-16,1,3212.9,654.31,5.1115,3344.505565,3344.505565,131.60556499999984
4978,4,94,2023-01-16,11,425846.05,7181.14,5.1115,36706.397110000005,403770.36821000004,0.0
485,23,149,2023-01-17,6,6982.0,217.62,5.1203,1114.279686,6685.678116000001,0.0
1167,3,111,2023-01-17,7,28497.15,821.82,5.1203,4207.964946,29455.754622,958.6046219999989
5721,8,66,2023-01-17,6,71658.5,2360.29,5.1203,12085.392887,72512.357322,853.8573219999962
3800,4,45,2023-01-17,13,128748.0,1900.9,5.1203,9733.17827,126531.31751000001,0.0
8821,28,102,2023-01-17,10,7904.0,199.93,5.1203,1023.701579,10237.015790000001,2333.0157900000013
2908,41,148,2023-01-17,12,54555.65,901.95,5.1203,4618.254585000001,55419.05502000001,863.4050200000056
3491,24,6,2023-01-17,3,33687.95,2104.66,5.1203,10776.490598,32329.471794,0.0
6868,49,42,2023-01-17,6,35957.0,1263.57,5.1203,6469.857471,38819.144826,2862.1448260000034
1356,33,30,2023-01-17,11,354727.0,5636.75,5.1203,28861.851025,317480.361275,0.0
1877,48,81,2023-01-17,2,244297.0,23345.09,5.1203,119533.864327,239067.728654,0.0
536,19,86,2023-01-17,8,748185.0,17824.79,5.1203,91268.27223700001,730146.1778960001,0.0
8127,8,127,2023-01-17,14,20606.45,293.17,5.1203,1501.118351,21015.656914,409.2069139999985
5935,15,59,2023-01-17,11,910886.6,16694.98,5.1203,85483.306094,940316.367034,29429.76703400002
2750,37,127,2023-01-17,2,2944.05,293.17,5.1203,1501.118351,3002.236702,58.18670199999997
7216,37,2,2023-01-17,5,66491.45,2577.22,5.1203,13196.139566,65980.69783,0.0
4716,38,90,2023-01-17,14,1107363.0,14083.78,5.1203,72113.178734,1009584.502276,0.0
9943,15,131,2023-01-17,11,10599.0,185.47,5.1203,949.662041,10446.282451000001,0.0
865,11,150,2023-01-17,14,21887.05,321.31,5.1203,1645.2035930000002,23032.850302000003,1145.8003020000033
5953,37,72,2023-01-18,7,662769.4,30675.48,5.0909,156165.80113200002,1093160.6079240001,430391.2079240001
1596,45,77,2023-01-18,13,581161.0,8617.27,5.0909,43869.65984300001,570305.5779590001,0.0
4938,19,87,2023-01-18,1,63517.0,11794.37,5.0909,60043.95823300001,60043.95823300001,0.0
9886,9,12,2023-01-18,1,2589.7,527.97,5.0909,2687.842473,2687.842473,98.14247300000034
4320,40,3,2023-01-18,6,54145.0,1753.77,5.0909,8928.267693,53569.606157999995,0.0
3554,19,37,2023-01-18,8,46114.9,1132.29,5.0909,5764.375161,46115.001288,0.1012879999980214
203,13,18,2023-01-18,3,79717.0,4834.43,5.0909,24611.599687,73834.799061,0.0
7962,1,106,2023-01-18,13,57003.0,837.06,5.0909,4261.3887540000005,55398.05380200001,0.0
7548,42,4,2023-01-18,12,40583.0,654.31,5.0909,3331.026779,39972.321348,0.0
713,23,117,2023-01-18,9,36927.0,823.4,5.0909,4191.84706,37726.62354,799.6235400000005
7366,26,60,2023-01-18,2,206626.9,19341.09,5.0909,98463.55508100001,196927.11016200003,0.0
8023,46,6,2023-01-18,12,141843.0,2104.66,5.0909,10714.613594,128575.363128,0.0
9665,40,129,2023-01-18,4,13065.0,598.62,5.0909,3047.5145580000003,12190.058232000001,0.0
5593,27,65,2023-01-18,12,291357.4,5008.66,5.0909,25498.587194,305983.046328,14625.646328000003
4433,27,103,2023-01-19,2,3399.1,341.7,5.2144,1781.7604800000001,3563.5209600000003,164.42096000000038
2461,26,44,2023-01-19,3,32421.0,1963.02,5.2144,10235.971488000001,30707.914464,0.0
8070,10,125,2023-01-19,12,38783.75,630.46,5.2144,3287.4706240000005,39449.647488,665.8974880000023
7951,29,19,2023-01-19,6,98594.0,3163.35,5.2144,16494.97224,98969.83343999999,375.8334399999876
1346,48,43,2023-01-19,10,333420.55,6219.32,5.2144,32430.022208000002,324300.22208000004,0.0
1496,44,81,2023-01-19,2,232082.15,23345.09,5.2144,121730.63729600002,243461.27459200003,11379.124592000037
3478,27,29,2023-01-19,7,255572.0,7689.63,5.2144,40096.806672000006,280677.6467040001,25105.64670400007
1855,41,103,2023-01-19,15,25496.1,341.7,5.2144,1781.7604800000001,26726.4072,1230.307200000003
4012,46,123,2023-01-19,5,13885.0,535.37,5.2144,2791.6333280000003,13958.166640000001,73.16664000000128
9194,7,127,2023-01-19,7,10845.0,293.17,5.2144,1528.705648,10700.939536000002,0.0
8529,33,10,2023-01-19,9,288297.0,5615.0,5.2144,29278.856000000003,263509.704,0.0
6616,28,39,2023-01-19,2,56302.7,5270.87,5.2144,27484.424528,54968.849056,0.0
108,4,139,2023-01-19,6,8121.55,246.89,5.2144,1287.383216,7724.299295999999,0.0
9424,4,101,2023-01-19,5,2317.0,87.95,5.2144,458.60648000000003,2293.0324,0.0
2557,45,47,2023-01-20,3,18369.0,1496.29,5.1986,7778.613194,23335.839582,4966.8395820000005
1180,8,103,2023-01-20,1,1789.0,341.7,5.1986,1776.36162,1776.36162,0.0
916,42,112,2023-01-20,15,31078.3,398.23,5.1986,2070.238478,31053.577170000004,0.0
9378,47,62,2023-01-20,5,485554.5,20000.78,5.1986,103976.05490799999,519880.27453999995,34325.774539999955
6286,21,114,2023-01-20,15,11389.55,144.69,5.1986,752.185434,11282.78151,0.0
637,38,89,2023-01-20,7,523208.7,14832.32,5.1986,77107.298752,539751.091264,16542.391264000034
1681,17,129,2023-01-20,3,9309.05,598.62,5.1986,3111.985932,9335.957796,26.907796000001326
9076,48,118,2023-01-20,15,61490.65,797.41,5.1986,4145.415626,62181.23439,690.5843899999963
6302,41,94,2023-01-20,11,448259.0,7181.14,5.1986,37331.874404,410650.618444,0.0
6223,8,23,2023-01-20,15,167679.0,2108.74,5.1986,10962.495764,164437.43646,0.0
2175,15,90,2023-01-20,12,949168.0,14083.78,5.1986,73215.938708,878591.264496,0.0
