id_produto,receita_total,prejuizo_total,percentual_prejuizo
84,19827349.3,484.0089750000043,2.441117910804165e-05
85,23006404.95,0.0,0.0
86,45901157.95,0.0,0.0
87,27930725.05,5707.530930000008,0.00020434596380089346
88,22442621.25,14189.43708000001,0.0006322540010784173
89,40987327.45,13933.534167000005,0.0003399473699278728
90,38927756.5,3706.3294160000078,9.521045519281358e-05
91,66829268.7,72420.72753500006,0.0010836678141743611
92,40122068.25,2246.069478000005,5.598089968853998e-05
93,46309849.3,0.0,0.0
94,22877526.7,3994.591858,0.00017460767985902952
95,25671902.7,3984.141921000002,0.0001551946487005033
96,27227868.9,30761.513520000008,0.0011297804331649331
97,55264073.6,16437.868196000025,0.0002974422101956672
98,47088930.65,0.0,0.0
99,56095102.95,0.0,0.0
100,51703898.6,6494.732000000018,0.00012561397062619216
101,282745.9,0.0,0.0
102,335379.2,0.0,0.0
103,1136043.45,74.24177599999985,6.535117648889208e-05
104,1275786.8,3364.342327999998,0.0026370725328087718
105,145543.95,5.775630999999976,3.968307167697438e-05
106,2420004.35,564.934714,0.0002334436770743821
107,781887.35,577.4848309999998,0.0007385780458016104
108,2164907.1,416.80275800000027,0.00019252685623323063
109,328320.15,0.0,0.0
110,1376911.55,192.6349950000008,0.0001399036815400385
111,1837290.75,1386.4643690000003,0.0007546243668836847
112,1232787.8,266.19218700000056,0.00021592701274298834
113,2210235.65,283.91448000000037,0.0001284543935394402
114,358759.9,136.90880400000003,0.0003816167971950043
115,531036.05,40.77037999999993,7.677516432264801e-05
116,1675128.3,499.6821600000003,0.0002982948589669223
117,1770239.35,0.0,0.0
118,2104693.9,443.7348000000002,0.0002108310381856479
119,1668115.45,2076.4816359999995,0.0012448069082988229
120,1739699.5,312.95699500000046,0.0001798914094071996
121,1594081.05,0.0,0.0
122,802274.55,115.76795599999991,0.00014429967397071227
123,976833.25,611.665657,0.0006261720278256294
124,2447622.6,0.0,0.0
125,1956700.1,57.09420699999964,2.9178823571378996e-05
126,1388455.25,155.41819499999974,0.00011193604907324146
127,978490.9,4.174159999999802,4.26591601413953e-06
128,2549291.0,41.6122690000002,1.6323075317804127e-05
129,1905993.75,213.45849400000043,0.00011199328119517729
130,2698421.3,1.9156450000000405,7.09913237047173e-07
131,456842.7,67.38675,0.00014750536672688435
132,817527.15,109.23795000000018,0.00013361996601580776
133,987146.6,1037.409230000001,0.0010509170876949795
134,2555054.95,544.7015349999992,0.00021318583970180336
135,838627.55,147.088168,0.00017539152869471076
136,1049801.0,51.431319999999914,4.8991494578496225e-05
137,1628411.45,389.7610410000002,0.00023935046698425033
138,2179780.65,104.31932999999981,4.785771907829341e-05
139,837046.15,0.0,0.0
140,1715559.05,0.0,0.0
141,2321325.85,444.6904000000004,0.0001915674182493597
142,411550.1,72.99962999999991,0.00017737726220938815
143,2075805.45,696.7309439999999,0.00033564366255999564
144,1139729.85,79.23012600000038,6.951658412737051e-05
145,2398943.7,75.15781599999991,3.1329545582916306e-05
146,277313.6,0.0,0.0
147,1326261.95,1011.3750940000018,0.0007625756691579682
148,2701447.25,419.0419460000003,0.0001551175748480746
149,637139.85,61.81487599999991,9.701932158222393e-05
150,802757.0,108.5976499999997,0.00013528085086769682
